SMILES,AcidChloride,Alcohol,Aldehyde,Alkane,Alkene,Alkyne,Amide,Amidine,Amine,Aniline,Azide,Azo,Benzene,Benzodiazepine,Boronate,Carbamate,Carbodiimide,Carbonate,CarboxylicAcid,Cyano,Cyclopropane,Diazo,Diazonium,Disulfide,Enamine,Ester,Ether,Fluoro,Guanidine,Halo,Hydrazide,Hydrazine,Hydrazone,Hydroxamate,Imide,Imidazole,Imine,Isonitrile,Isocyanate,Isothiocyanate,Ketone,Lactam,Lactone,Methoxy,Nitrile,Nitro,Nitroso,Oxime,Phenol,Phosphate,Phosphine,Phosphodiester,Phosphonate,Propargyl,Pyridine,Quinoline,Semicarbazone,Sulfate,Sulfide,Sulfinamide,Sulfonamide,Sulfone,SulfonicAcid,SulfonylChloride,Sulfoxide,TerminalAlkyne,Tetrazole,Thial,Thioamide,Thiocarbamate,Thiocyanate,Thioester,Thioether,Thiol,Thione,Thiophene,Thiourea,Triazole,Urea,Vinyl,Xylyl,file_name
[H]c1c(N([H])C(=O)c2nn3c(C(F)(F)F)c([H])c(-c4c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc3c2[H])noc1C([H])([H])[H],0,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1oc([C@]([H])(C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])N(C(=O)C([H])([H])n2nnc3c([H])c([H])c([H])c([H])c32)c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)c([H])c1[H],0,0,2,8,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])N([H])C(=O)N([H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3Cl)C([H])([H])C2([H])[H])c([H])c1[H],0,0,1,7,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1798_actives_new.sdf
[H]c1oc(C([H])([H])N([H])C(=O)C([H])([H])Sc2nc(C([H])([H])[H])c([H])c(C([H])([H])[H])n2)c([H])c1[H],0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc(C([H])([H])N([H])C(=O)c2c([H])n(C([H])([H])C([H])([H])[H])c3c([H])c([H])c(S(=O)(=O)N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c3c2=O)c([H])c([H])c1[H],0,0,1,8,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(-c2nnn(-c3nc(OC([H])([H])C([H])([H])[H])nc(N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])n3)c2C(=O)OC([H])([H])C([H])([H])[H])c([H])c1[H],0,0,1,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]O[C@]([H])(C([H])([H])n1nc(C([H])([H])[H])c(C(=O)C([H])([H])[H])c1C([H])([H])[H])C([H])([H])n1c2c(c3c([H])c(C([H])([H])[H])c([H])c([H])c31)C([H])([H])C([H])([H])C([H])([H])C2=O,0,1,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc([H])c([H])c(C(=O)c2c([H])c([H])c(N3C([H])([H])C([H])([H])N([C@]4([H])C(=O)N(C([H])([H])c5c([H])c([H])c([H])c([H])c5[H])C(=O)C4([H])[H])C([H])([H])C3([H])[H])c([H])c2[H])c1[H],0,0,3,7,0,0,2,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c1[C@]1([H])C([H])([H])C(=O)c2c(C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H])n([H])c2C1([H])[H],0,0,2,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]O[C@]([H])(C([H])([H])Oc1c([H])c(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H])C([H])([H])N1[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H],0,1,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc(N2C([H])([H])C([H])([H])N(c3c([H])c([H])c([H])c([H])c3OC([H])([H])[H])C([H])([H])C2([H])[H])c2oc3c([H])c([H])c([H])c([H])c3c2n1,0,0,0,5,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1sc2c([H])c(C(=O)N3C([H])([H])C([H])([H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])SC4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])n(C([H])([H])C([H])([H])[H])c2c1[H],0,0,2,16,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1798_actives_new.sdf
[H]C1=C([H])[C@@]2([H])C([H])([H])C([H])([H])N1C([H])([H])[C@@]2([H])c1c([H])c([H])c([H])c([H])c1[H],0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(C([H])([H])n2nnc3c(=O)n(C([H])([H])c4c([H])c([H])c([H])c(C([H])([H])[H])c4[H])c([H])nc32)c(F)c1[H],0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]OC(=O)[C@]1([H])C([H])([H])N2C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H],0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]Oc1c([H])c([H])c(-c2nc3c([H])c(C([H])([H])[H])c([H])c([H])n3c2N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c1OC([H])([H])C([H])([H])[H],0,1,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c(OC([H])([H])C([H])([H])[H])c([H])c2c([H])c(C#N)c(N([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[H])nc2c1[H],0,0,1,6,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c(N([H])C(=O)N([H])c2c([H])c([H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c(OC([H])([H])[H])c1OC([H])([H])[H],0,0,2,4,0,0,2,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1798_actives_new.sdf
[H]c1c([H])c(N([H])C(=O)C([H])([H])N2C([H])([H])C([H])([H])N(c3nc4c([H])c([H])c([H])c([H])c4n3C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c2c1OC([H])([H])C([H])([H])O2,0,0,1,10,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]O[C@@]12O[C@](N([H])C(=O)[C@]3([H])C([H])=C4c5c([H])c([H])c([H])c6c5c(c([H])n6[H])C([H])([H])[C@@]4([H])N(C([H])([H])[H])C3([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N1[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@]12[H],0,1,3,18,1,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]O[C@]1([H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])O[C@@]1([H])n1c([H])c([H])c2c([H])c3nc(C([H])([H])[H])c([H])c(C([H])([H])[H])c3c([H])c21,0,3,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c(C([H])([H])C([H])([H])[H])c([H])c([H])c1-c1nc2nc(C([H])([H])[H])c(C([H])([H])[H])nn2c1[H],0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]C1=NC2=NC(c3c([H])c([H])c([H])c([H])c3[H])=C([H])[C@]([H])(c3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3[H])N2N1[H],0,0,0,3,1,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1oc([C@]([H])(/N=c2\c([H])c([H])c([H])c([H])n2C(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])C([H])([H])[H])c([H])c1[H],0,0,1,2,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])c2c([H])c3c([H])c([H])c([H])c([H])c3c(=O)n2[H])c1[H],0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc2c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])c4c([H])c(OC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])C3([H])[H])c([H])c([H])c([H])c2c([H])c1[H],0,0,1,7,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c(-c2nn3c(N4C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C4([H])[H])c([H])c(C([H])([H])[H])nc3c2[H])c([H])c([H])c1F,0,0,1,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc2c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])c4c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c4[H])C3([H])[H])c([H])c([H])c([H])c2c([H])c1[H],0,0,2,6,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]/C(=C1\C2=C(C([H])([H])C([H])([H])C1([H])[H])[C@@]([H])(c1c(C([H])([H])[H])nn(C([H])([H])C([H])([H])[H])c1C([H])([H])[H])C(C#N)=C(N([H])[H])O2)c1c(C([H])([H])[H])nn(C([H])([H])C([H])([H])[H])c1C([H])([H])[H],0,0,0,12,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(c3nc(N([H])[H])c4c(N([H])[H])nc(OC([H])([H])[H])c([H])c4c3C#N)C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H],0,0,0,6,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]O[C@]([H])(C([H])([H])Oc1c([H])c([H])c(C(=O)C([H])([H])C([H])([H])[H])c([H])c1[H])C([H])([H])n1c(C([H])([H])[H])nc2c([H])c([H])c([H])c([H])c21,0,1,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]/C(c1c([H])c(C([H])([H])[H])n(C([H])([H])[H])c1C([H])([H])[H])=c1/sc2n(c1=O)[C@]([H])(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1OC([H])([H])[H])C(C(=O)C([H])([H])[H])=C(C([H])([H])[H])N=2,0,0,1,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(c3c([H])c(C([H])([H])[H])nc4nc5c([H])c([H])c([H])c([H])c5n34)C([H])([H])C2([H])[H])c([H])c1[H],0,0,0,5,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]/C(=C1/C(=O)N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C(=O)c2c([H])c([H])c([H])c([H])c21)N([H])n1c([H])nnc1[H],0,0,2,1,1,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1798_actives_new.sdf
[H]c1sc(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])c3sc([H])c([H])c3[H])C([H])([H])C2([H])[H])nc1-c1c([H])c([H])c(Cl)c([H])c1[H],0,0,1,5,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1798_actives_new.sdf
[H]c1nc(N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H])c2c(n1)c1c([H])c(F)c([H])c([H])c1n2[H],0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1-c1nc2nc(C([H])([H])[H])c(C([H])([H])[H])nn2c1[H],0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]C([H])=C1c2c([H])c(OC([H])([H])[H])c([H])c([H])c2N([H])C(=O)N1C([H])([H])C([H])([H])[H],0,0,1,3,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1798_actives_new.sdf
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])N(C([H])([H])c1c(C(=O)OC([H])([H])C([H])([H])[H])nnn1-c1nonc1N([H])[H])C([H])([H])C2([H])[H],0,0,1,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1798_actives_new.sdf
[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])c3c(C(=O)OC([H])([H])[H])n(C([H])([H])[H])c4c([H])c([H])c([H])c(C([H])([H])[H])c34)C([H])([H])C2([H])[H])c([H])c1[H],0,0,2,8,0,0,1,0,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]c1c([H])c([H])c(C([H])([H])c2nc(C#N)c(N([H])C([H])([H])C([H])([H])c3c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])o2)c([H])c1[H],0,0,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]OC(=O)c1c([H])c(Cl)c(Cl)c([H])c1C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@]([H])(OC([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H],0,1,2,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1798_actives_new.sdf
[H]c1c([H])c([H])c(N2C([H])([H])N([H])C(=O)C23C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C(=O)c2c([H])c([H])c(F)c([H])c2[H])C([H])([H])C3([H])[H])c([H])c1[H],0,0,2,9,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
[H]C1=C([H])N2[C@]([H])(c3c([H])c([H])c([H])c([H])c31)[C@@]1([H])C(=O)N(c3c([H])c([H])c([H])c(Cl)c3[H])C(=O)[C@@]1([H])[C@]2([H])C(=O)C([H])([H])[H],0,0,3,5,1,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1798_actives_new.sdf
[H]O[C@]([H])(C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])([H])C([H])=C([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0,1,1,10,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798_actives_new.sdf
[H]C1=C(Br)C(=O)/C(=C(\[H])N([H])n2c(C([H])([H])[H])nnc2C([H])([H])[H])C([H])=C1Br,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1798_actives_new.sdf
[H]c1c([H])c(C([H])([H])[H])c2c(c([H])c([C@]([H])(c3nnnn3C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])N3C([H])([H])C([H])([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C3([H])[H])c(=O)n2[H])c1C([H])([H])[H],0,0,1,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798_actives_new.sdf
